37,39
39,40
38,40
38,44
44,46
46,47
44,45
39,41
41,42
42,43
41,45
45,11
9,49
48,49
1,6
6,47
7,48
2,52
51,52
51,8
8,55
55,56
56,60
25,60
25,28
28,61
50,61
50,62
10,62
22,52
52,53
53,54
23,54
24,57
57,58
58,59
59,60
13,63
63,65
27,63
27,29
64,65
26,71
70,71
69,70
67,69
31,66
66,67
66,68
32,68
68,33
29,30
70,72
72,34
5,35
35,74
73,74
74,4
75,4
75,76
77,75
77,78
42,17
43,18
11,12
14,15
15,16
16,19
21,78
20,82
81,82
80,81
79,80
33,73
64,76
79,83
3,83
77,83
36,37
0,36
23,22
22,24
21,19
19,20
